state,district,latitude,longitude,N,P,K,ph,temperature,humidity,rainfall,data_source,crop
Assam,Jorhat,26.7807,94.1368,9.03,51.89,22.82,7.74,27.56,54.31,1105.45,Kaggle_Curated,mothbeans
Himachal Pradesh,Shimla,31.0017,77.2462,60.19,53.24,36.95,7.33,18.63,78.93,1389.53,ICAR_State_Portal,jute
Himachal Pradesh,Shimla,31.115,77.2007,36.58,146.1,210.78,6.28,22.72,88.15,884.14,SoilGrids_Augmented,grapes
Karnataka,Dharwad,15.333,75.0785,80.61,47.8,24.86,5.89,27.51,79.48,1507.57,SoilGrids_Augmented,jute
Karnataka,Shimoga,13.9297,75.703,64.36,43.1,37.58,6.13,30.61,76.96,1340.36,Kaggle_Curated,jute
Maharashtra,Nashik,19.9094,73.9749,77.48,53.96,48.13,6.69,27.59,77.28,1793.18,FAO_Consolidated,jute
Karnataka,Shimoga,13.9641,75.7388,95.1,38.7,37.47,5.15,15.7,81.1,1972.9,ICAR_State_Portal,tea
Punjab,Ludhiana,30.9013,75.7906,118.88,24.49,42.11,4.37,17.6,81.2,552.86,ICAR_State_Portal,tea
Himachal Pradesh,Shimla,31.058,77.1996,59.22,37.26,52.17,5.35,20.47,77.34,1767.94,SoilGrids_Augmented,rice
Punjab,Ludhiana,30.976,75.7604,19.74,13.17,30.21,6.19,22.77,85.46,827.82,SoilGrids_Augmented,pomegranate
Karnataka,Dharwad,15.3442,75.1263,81.87,41.39,45.09,5.56,23.82,74.32,1373.49,ICAR_State_Portal,rice
Karnataka,Dharwad,15.3412,75.1266,48.86,65.58,88.76,7.3,28.85,34.31,502.82,FAO_Consolidated,chickpea
Tamil Nadu,Thanjavur,10.8791,79.0293,32.76,51.19,10.37,6.19,26.98,83.88,747.57,Kaggle_Curated,mungbean
Karnataka,Dakshina Kannada,12.9459,74.9475,106.39,37.5,36.26,4.76,18.71,85.2,2442.71,Kaggle_Curated,tea
Karnataka,Shimoga,13.9687,75.6374,16.66,9.71,32.07,7.13,25.39,86.9,1098.9,ICAR_State_Portal,pomegranate
Karnataka,Dakshina Kannada,12.9506,75.119,52.82,45.45,46.99,5.67,28.21,85.53,2535.85,Kaggle_Curated,rice
Punjab,Ludhiana,30.9707,75.8499,67.97,37.93,33.42,6.03,29.69,67.2,2163.41,ICAR_State_Portal,rice
Himachal Pradesh,Shimla,31.0876,77.1006,94.55,60.03,44.34,6.43,24.18,86.05,1674.99,ICAR_State_Portal,jute
Karnataka,Dakshina Kannada,12.9512,75.0018,77.4,27.41,24.0,5.0,21.83,68.78,2071.73,Kaggle_Curated,tea
Maharashtra,Nashik,19.849,73.9982,111.32,17.71,30.66,6.04,22.01,77.98,1898.94,SoilGrids_Augmented,tea
Karnataka,Shimoga,13.9475,75.7476,23.39,47.08,26.08,7.33,29.4,49.42,1056.6,FAO_Consolidated,mothbeans
Karnataka,Dharwad,15.4272,75.1498,82.93,35.53,37.46,6.09,28.27,70.01,1389.08,SoilGrids_Augmented,jute
Maharashtra,Nashik,19.8698,73.7057,116.56,32.68,33.28,5.54,27.31,84.88,1845.98,SoilGrids_Augmented,tea
Assam,Jorhat,26.8977,94.2134,22.2,9.82,34.42,5.95,28.29,87.97,1489.88,FAO_Consolidated,pomegranate
Karnataka,Shimoga,13.9274,75.5943,91.83,58.91,40.5,6.94,24.35,80.85,1732.48,FAO_Consolidated,rice
Karnataka,Dharwad,15.503,75.1035,64.44,40.41,34.01,5.85,28.23,78.78,1933.47,FAO_Consolidated,rice
Maharashtra,Nashik,20.0679,73.8208,32.78,43.31,16.56,7.16,32.12,85.37,600.49,ICAR_State_Portal,mungbean
Assam,Jorhat,26.6796,94.1104,17.39,40.96,16.05,6.5,32.99,92.9,1271.07,FAO_Consolidated,mungbean
Himachal Pradesh,Shimla,31.0428,77.2585,92.19,82.45,49.49,5.97,24.06,81.05,1631.16,SoilGrids_Augmented,banana
Punjab,Ludhiana,30.9259,75.9633,74.05,34.84,32.24,6.25,25.26,86.43,1215.28,FAO_Consolidated,jute
Karnataka,Dharwad,15.3631,75.1198,86.34,30.21,41.45,6.47,27.05,80.42,1240.71,ICAR_State_Portal,jute
Tamil Nadu,Thanjavur,10.8877,79.073,21.99,46.03,11.15,7.39,28.73,61.31,726.1,SoilGrids_Augmented,mothbeans
Karnataka,Dharwad,15.4097,75.0264,123.49,30.31,33.47,5.54,17.18,78.63,1852.89,ICAR_State_Portal,tea
Maharashtra,Nashik,19.8441,73.9708,57.02,36.38,39.46,6.95,22.79,78.25,1142.61,Kaggle_Curated,jute
Karnataka,Dharwad,15.4149,75.1659,105.59,30.91,31.27,5.01,24.04,76.21,1882.79,ICAR_State_Portal,tea
Maharashtra,Nashik,19.9713,73.9048,27.67,63.58,17.22,5.5,25.64,52.95,798.24,FAO_Consolidated,groundnut
Assam,Jorhat,26.8528,94.1068,85.43,45.68,38.43,5.97,31.78,89.32,1529.22,Kaggle_Curated,rice
Himachal Pradesh,Shimla,31.1269,77.1884,119.91,39.2,30.46,7.38,31.39,89.16,1129.39,FAO_Consolidated,rice
Tamil Nadu,Thanjavur,10.832,79.0036,64.26,42.21,30.03,7.35,27.99,81.44,1572.97,FAO_Consolidated,jute
Punjab,Ludhiana,30.9913,75.9671,63.61,59.89,41.24,6.93,26.61,80.1,1485.15,ICAR_State_Portal,jute
Karnataka,Dakshina Kannada,13.0651,75.2127,25.57,16.14,33.65,6.65,25.29,89.37,2256.22,FAO_Consolidated,coconut
Tamil Nadu,Thanjavur,10.86,79.1134,125.28,36.16,40.22,4.7,22.85,87.04,1972.13,ICAR_State_Portal,tea
Karnataka,Dakshina Kannada,13.0455,75.1958,98.6,30.82,27.86,5.15,23.44,74.48,2537.0,Kaggle_Curated,tea
Karnataka,Shimoga,14.0169,75.509,101.34,15.98,27.0,4.49,17.45,76.69,1675.93,Kaggle_Curated,tea
Karnataka,Dakshina Kannada,12.8168,74.8578,134.61,16.77,25.77,5.43,22.25,80.18,2334.03,Kaggle_Curated,tea
Himachal Pradesh,Shimla,31.0264,77.2878,19.15,43.77,22.67,5.93,27.21,98.87,794.27,FAO_Consolidated,mungbean
Karnataka,Dakshina Kannada,12.9338,75.1193,74.81,43.05,31.96,6.35,22.78,74.3,2212.62,FAO_Consolidated,jute
Punjab,Ludhiana,30.8692,75.7682,18.99,126.16,205.78,6.2,14.38,88.43,756.13,ICAR_State_Portal,apple
Himachal Pradesh,Shimla,31.199,77.1934,127.18,20.66,34.23,5.07,19.47,80.96,1951.79,SoilGrids_Augmented,tea
Tamil Nadu,Thanjavur,10.7154,79.1939,72.46,51.66,20.81,6.46,25.57,77.42,1296.26,FAO_Consolidated,jute
Punjab,Ludhiana,30.836,75.8912,86.0,31.08,34.47,7.09,26.83,65.39,1077.4,Kaggle_Curated,jute
Karnataka,Shimoga,14.1879,75.7497,10.91,46.74,16.71,6.96,26.66,89.91,1062.01,FAO_Consolidated,mungbean
Maharashtra,Nashik,19.9962,73.8177,23.24,19.14,51.17,6.71,24.97,93.6,858.41,SoilGrids_Augmented,pomegranate
Punjab,Ludhiana,30.8462,75.9301,121.84,22.98,34.12,4.68,19.93,84.25,1560.88,ICAR_State_Portal,tea
Punjab,Ludhiana,30.987,75.7863,94.16,22.03,33.78,4.95,23.96,76.16,1989.71,ICAR_State_Portal,tea
Assam,Jorhat,26.7085,94.2904,104.93,26.26,28.12,5.18,22.07,83.15,2141.21,FAO_Consolidated,tea
Punjab,Ludhiana,30.954,75.7419,72.71,70.38,32.67,6.98,24.49,83.11,1358.92,FAO_Consolidated,jute
Punjab,Ludhiana,30.8234,75.9584,72.97,32.64,32.16,6.3,27.57,87.81,2256.71,FAO_Consolidated,rice
Karnataka,Dharwad,15.5731,75.098,115.81,19.21,32.06,4.85,23.49,78.4,1559.0,SoilGrids_Augmented,tea
Assam,Jorhat,26.6889,94.1024,82.76,49.86,21.82,6.3,20.94,80.53,2351.16,FAO_Consolidated,rice
Assam,Jorhat,26.7196,94.2091,105.28,43.28,46.07,5.45,22.87,80.16,2571.26,ICAR_State_Portal,rice
Himachal Pradesh,Shimla,31.0554,77.2536,89.02,40.69,31.9,6.96,21.0,79.75,1462.24,FAO_Consolidated,jute
Karnataka,Dharwad,15.3928,75.0092,97.54,53.6,38.94,7.15,25.81,81.54,1271.39,FAO_Consolidated,jute
Punjab,Ludhiana,30.9288,75.9225,27.56,62.97,78.63,6.69,24.33,30.93,585.96,FAO_Consolidated,chickpea
Karnataka,Dharwad,15.4241,75.1705,78.05,49.44,37.07,5.62,23.15,62.85,656.18,ICAR_State_Portal,maize
Himachal Pradesh,Shimla,31.0629,77.1388,25.99,59.94,16.93,7.72,19.88,47.56,1028.36,Kaggle_Curated,pigeonpeas
Assam,Jorhat,26.6636,94.1528,20.55,63.25,72.9,6.69,20.97,20.62,1068.18,SoilGrids_Augmented,chickpea
Tamil Nadu,Thanjavur,10.8475,79.068,110.6,24.92,40.74,5.2,26.09,90.16,1518.29,Kaggle_Curated,tea
Karnataka,Dakshina Kannada,12.9223,75.1516,28.89,49.32,27.83,6.52,25.33,50.73,1454.74,Kaggle_Curated,groundnut
Punjab,Ludhiana,30.9851,75.7777,126.06,25.87,38.77,4.79,22.1,80.91,1623.15,FAO_Consolidated,tea
Assam,Jorhat,26.7995,94.1873,23.34,20.08,44.6,6.26,24.9,86.06,1381.41,ICAR_State_Portal,pomegranate
Punjab,Ludhiana,30.8423,75.8303,18.15,31.0,52.7,6.78,25.19,90.41,873.2,FAO_Consolidated,pomegranate
Karnataka,Dharwad,15.3025,75.0455,54.33,41.65,41.34,6.56,23.75,83.1,2275.16,FAO_Consolidated,rice
Tamil Nadu,Thanjavur,10.8007,79.122,123.38,29.63,34.0,4.51,20.62,88.24,2220.46,Kaggle_Curated,tea
Karnataka,Dharwad,15.3676,75.0411,24.29,20.86,41.64,6.88,29.1,93.89,762.81,Kaggle_Curated,pomegranate
Assam,Jorhat,26.7904,94.1451,39.5,44.13,25.4,7.56,26.37,53.14,1049.98,ICAR_State_Portal,mothbeans
Assam,Jorhat,26.7323,94.2582,83.36,39.77,46.81,6.5,28.72,73.23,1670.67,FAO_Consolidated,jute
Karnataka,Shimoga,14.0794,75.628,18.22,150.28,200.8,5.79,16.48,94.13,1240.08,ICAR_State_Portal,apple
Assam,Jorhat,26.6923,94.2754,116.44,26.18,51.36,5.64,22.09,81.45,2120.31,ICAR_State_Portal,tea
Karnataka,Dharwad,15.5367,75.0059,75.03,41.43,34.86,5.86,21.78,77.36,1241.2,SoilGrids_Augmented,rice
Karnataka,Shimoga,14.1398,75.5616,19.15,30.26,23.4,5.37,31.6,54.07,1338.44,FAO_Consolidated,mango
Karnataka,Dharwad,15.3026,75.2617,63.93,49.76,39.83,6.25,28.07,75.22,1400.62,FAO_Consolidated,rice
Karnataka,Dakshina Kannada,12.9678,75.1768,28.05,26.21,42.69,7.68,24.37,89.55,1745.21,SoilGrids_Augmented,pomegranate
Maharashtra,Nashik,19.912,73.9104,77.53,45.7,45.6,6.63,24.92,85.96,1739.11,ICAR_State_Portal,jute
Himachal Pradesh,Shimla,31.1609,77.2188,29.26,19.82,49.29,7.22,23.17,88.6,1051.19,FAO_Consolidated,pomegranate
Assam,Jorhat,26.7338,94.2647,91.67,17.8,37.06,4.61,19.51,81.05,1956.79,FAO_Consolidated,tea
Karnataka,Dharwad,15.4416,75.0428,15.71,37.94,23.83,6.29,31.76,39.61,926.97,SoilGrids_Augmented,mango
Karnataka,Dakshina Kannada,12.856,75.2667,60.55,48.47,69.51,6.31,20.75,30.71,1516.31,FAO_Consolidated,chickpea
Karnataka,Dharwad,15.5569,75.1218,34.05,51.23,18.08,6.04,24.98,87.05,466.75,ICAR_State_Portal,mungbean
Karnataka,Dakshina Kannada,13.067,74.9342,75.84,41.64,51.72,6.98,25.92,89.79,2204.33,FAO_Consolidated,jute
Assam,Jorhat,26.7814,94.2498,103.66,23.13,33.41,4.66,17.25,86.58,2344.03,FAO_Consolidated,tea
Maharashtra,Nashik,19.9744,73.9324,79.3,39.05,40.53,6.79,22.2,79.39,1609.93,FAO_Consolidated,jute
Himachal Pradesh,Shimla,31.1714,77.1417,85.85,46.38,31.96,7.23,24.49,76.48,1013.42,Kaggle_Curated,jute
Himachal Pradesh,Shimla,31.1706,77.1417,115.39,31.32,34.72,5.14,16.15,77.15,1780.32,FAO_Consolidated,tea
Karnataka,Dakshina Kannada,12.8032,75.277,55.47,58.72,49.72,7.09,25.34,74.49,2838.17,SoilGrids_Augmented,rice
Karnataka,Dakshina Kannada,12.9708,75.2863,145.93,60.21,22.49,6.58,31.12,60.75,1406.57,ICAR_State_Portal,cotton
Maharashtra,Nashik,20.0471,73.7179,74.85,47.51,48.73,5.92,26.84,83.14,1491.67,ICAR_State_Portal,rice
Karnataka,Dakshina Kannada,13.0979,74.9137,39.54,43.86,22.31,6.15,26.97,96.09,2525.96,ICAR_State_Portal,rice
Karnataka,Shimoga,13.9991,75.5536,22.57,139.99,191.87,6.09,12.21,86.11,1466.89,FAO_Consolidated,apple
Himachal Pradesh,Shimla,31.1549,77.2036,87.88,41.59,37.96,5.89,25.88,74.45,1725.3,FAO_Consolidated,rice
Karnataka,Dakshina Kannada,12.9832,74.9518,145.11,16.69,48.96,5.28,20.53,81.88,2136.83,SoilGrids_Augmented,tea
Karnataka,Shimoga,14.1949,75.7388,67.19,41.51,44.91,6.48,19.41,71.23,1555.13,FAO_Consolidated,jute
Maharashtra,Nashik,20.0567,73.7996,80.8,43.39,55.9,7.59,28.41,86.16,1052.98,FAO_Consolidated,rice
Karnataka,Dakshina Kannada,12.9956,74.9269,90.35,45.35,54.94,7.01,25.13,82.69,1880.09,SoilGrids_Augmented,jute
Karnataka,Shimoga,13.9521,75.6021,100.41,24.58,26.01,4.71,17.81,73.93,1776.3,FAO_Consolidated,tea
Assam,Jorhat,26.7514,94.2504,108.46,31.87,30.59,5.01,17.81,80.76,2402.37,SoilGrids_Augmented,tea
Maharashtra,Nashik,19.8556,73.8252,18.24,12.35,27.14,4.91,22.75,97.79,1419.03,SoilGrids_Augmented,coconut
Punjab,Ludhiana,30.8118,75.7268,23.02,19.8,43.33,7.08,24.66,96.43,802.16,FAO_Consolidated,pomegranate
Himachal Pradesh,Shimla,31.0791,77.1128,51.92,54.99,49.47,6.52,20.21,90.81,1449.63,Kaggle_Curated,jute
Tamil Nadu,Thanjavur,10.8209,79.1164,93.28,41.93,38.36,6.85,22.84,80.37,1395.92,SoilGrids_Augmented,jute
Karnataka,Shimoga,14.153,75.6612,94.59,28.86,39.24,6.78,22.67,78.93,1760.91,FAO_Consolidated,jute
Karnataka,Dakshina Kannada,12.9128,75.2401,99.2,27.02,27.16,5.11,21.88,72.72,2099.14,Kaggle_Curated,tea
Himachal Pradesh,Shimla,31.1408,77.18,69.83,15.01,34.9,4.6,18.61,75.1,1156.4,FAO_Consolidated,tea
Maharashtra,Nashik,19.9237,73.8601,72.74,56.99,35.78,6.85,23.34,82.84,1511.71,ICAR_State_Portal,jute
Punjab,Ludhiana,30.818,75.744,94.63,54.03,57.75,7.33,25.27,84.34,1439.52,ICAR_State_Portal,jute
Assam,Jorhat,26.8235,94.2232,78.08,44.74,32.65,6.6,25.29,80.77,2011.6,SoilGrids_Augmented,jute
Assam,Jorhat,26.8697,94.2912,86.87,22.64,36.65,5.49,20.38,79.47,2161.65,SoilGrids_Augmented,tea
Karnataka,Dakshina Kannada,13.0812,74.8817,94.92,26.73,40.3,4.54,20.78,91.75,2632.58,SoilGrids_Augmented,tea
Karnataka,Dakshina Kannada,12.836,75.2645,74.52,51.47,30.61,7.73,26.85,79.38,2314.59,Kaggle_Curated,jute
Karnataka,Shimoga,13.8875,75.6319,96.83,18.4,37.33,5.5,25.02,74.65,2094.16,ICAR_State_Portal,tea
Karnataka,Shimoga,13.8593,75.5045,93.7,57.83,30.94,6.6,26.68,83.49,1625.1,FAO_Consolidated,jute
Assam,Jorhat,26.8279,94.169,86.61,45.02,27.88,6.42,23.21,87.63,1627.54,FAO_Consolidated,jute
Karnataka,Shimoga,13.939,75.5682,60.2,47.04,30.69,6.08,21.12,54.45,994.94,ICAR_State_Portal,wheat
Karnataka,Dharwad,15.374,75.1142,68.0,47.22,31.85,6.35,28.74,79.71,1336.77,FAO_Consolidated,jute
Maharashtra,Nashik,19.9971,73.8337,82.71,47.82,43.76,6.55,22.86,68.41,1494.04,SoilGrids_Augmented,jute
Punjab,Ludhiana,30.8259,75.9332,94.44,28.17,18.9,5.46,21.28,67.35,1210.32,Kaggle_Curated,coffee
Karnataka,Dakshina Kannada,13.0365,74.8973,112.64,44.8,29.35,6.59,27.18,79.33,2142.07,ICAR_State_Portal,jute
Himachal Pradesh,Shimla,31.123,77.2696,24.05,39.49,30.07,6.7,23.82,54.06,920.43,FAO_Consolidated,mothbeans
Maharashtra,Nashik,19.8185,73.7832,60.38,39.6,44.42,7.11,24.86,83.7,1898.08,FAO_Consolidated,jute
Karnataka,Dakshina Kannada,12.9373,75.0726,114.58,21.47,32.5,5.07,31.08,81.64,2563.7,FAO_Consolidated,tea
Karnataka,Dharwad,15.3366,75.2765,77.98,46.29,42.86,7.31,29.38,82.48,1233.16,FAO_Consolidated,jute
Maharashtra,Nashik,19.8402,73.7367,118.46,25.63,27.39,5.37,17.25,75.54,1655.73,FAO_Consolidated,tea
Maharashtra,Nashik,19.9228,73.9691,87.76,40.99,49.94,5.89,23.74,92.7,1118.17,SoilGrids_Augmented,rice
Karnataka,Shimoga,13.9638,75.5394,80.56,40.69,40.77,6.85,19.27,78.27,1965.47,ICAR_State_Portal,jute
Karnataka,Dakshina Kannada,12.9339,75.1776,50.1,23.15,51.56,6.46,24.65,81.03,2783.32,FAO_Consolidated,rice
Himachal Pradesh,Shimla,31.1264,77.1597,119.2,24.66,30.86,4.56,19.19,77.19,1965.65,FAO_Consolidated,tea
Punjab,Ludhiana,30.8727,75.8997,64.18,30.08,49.58,5.95,22.45,80.98,1273.82,FAO_Consolidated,jute
Karnataka,Dakshina Kannada,12.8435,75.1708,90.21,42.38,37.6,6.88,20.22,78.04,2047.76,FAO_Consolidated,jute
Karnataka,Dakshina Kannada,12.8626,74.9093,20.81,69.67,22.74,6.56,24.08,67.97,1510.02,ICAR_State_Portal,lentil
Punjab,Ludhiana,30.8797,75.8986,21.65,18.63,55.11,6.95,20.67,91.89,922.86,FAO_Consolidated,pomegranate
Himachal Pradesh,Shimla,31.0754,77.149,46.47,83.22,67.06,8.12,17.2,29.58,624.48,ICAR_State_Portal,chickpea
Tamil Nadu,Thanjavur,10.7348,79.147,111.9,29.92,29.97,5.61,23.16,76.09,1501.44,Kaggle_Curated,tea
Karnataka,Dakshina Kannada,12.868,74.8754,84.73,20.12,31.73,5.44,21.71,82.88,1915.99,ICAR_State_Portal,tea
Assam,Jorhat,26.7015,94.2577,16.9,137.35,190.66,6.3,13.7,89.18,1870.11,ICAR_State_Portal,apple
Assam,Jorhat,26.6112,94.1023,97.1,39.12,39.28,6.78,29.58,71.34,2094.28,FAO_Consolidated,jute
Maharashtra,Nashik,20.0163,73.704,90.63,38.89,46.01,5.98,25.08,84.18,1562.41,ICAR_State_Portal,jute
Maharashtra,Nashik,19.9966,73.7863,81.74,22.11,46.05,6.64,22.44,81.1,1327.01,ICAR_State_Portal,jute
Karnataka,Dharwad,15.3881,75.2634,66.65,41.17,44.92,6.56,27.69,72.58,883.41,ICAR_State_Portal,rice
Karnataka,Shimoga,14.1589,75.6119,19.66,64.72,32.92,7.02,28.16,55.83,1148.34,FAO_Consolidated,pigeonpeas
Maharashtra,Nashik,20.083,73.9186,67.06,44.99,38.48,7.0,26.33,96.31,1075.38,SoilGrids_Augmented,rice
Himachal Pradesh,Shimla,31.1883,77.1205,20.02,58.51,25.52,6.9,21.22,89.47,723.49,ICAR_State_Portal,mungbean
Karnataka,Dharwad,15.5826,75.2174,22.52,50.69,19.97,5.58,24.49,60.4,962.92,FAO_Consolidated,groundnut
Punjab,Ludhiana,30.9776,75.978,81.56,45.73,52.04,7.21,25.01,72.71,991.52,FAO_Consolidated,jute
Maharashtra,Nashik,20.044,73.9808,88.2,29.89,38.42,5.28,19.67,80.01,1742.33,Kaggle_Curated,tea
Assam,Jorhat,26.7948,94.1464,119.89,27.48,34.62,4.69,22.0,85.86,1772.51,FAO_Consolidated,tea
Karnataka,Dharwad,15.5226,75.0991,107.72,23.61,32.17,4.97,24.44,88.18,1422.45,SoilGrids_Augmented,tea
Karnataka,Dakshina Kannada,13.0411,74.9385,90.48,53.78,39.6,6.81,30.38,86.85,2120.14,FAO_Consolidated,jute
Tamil Nadu,Thanjavur,10.8268,79.12,15.62,20.88,48.26,5.88,22.81,81.25,968.31,SoilGrids_Augmented,pomegranate
Assam,Jorhat,26.8999,94.2725,105.59,34.86,21.97,6.48,28.14,60.5,1536.86,FAO_Consolidated,cotton
Karnataka,Dakshina Kannada,12.8252,75.2148,105.02,32.17,22.12,6.07,28.03,88.18,2651.27,FAO_Consolidated,rice
Karnataka,Shimoga,13.8435,75.4518,31.18,17.53,35.32,5.7,31.04,97.73,1641.75,SoilGrids_Augmented,coconut
Karnataka,Dharwad,15.3713,75.2562,83.03,41.9,55.95,6.62,21.81,83.44,2355.02,Kaggle_Curated,rice
Karnataka,Dakshina Kannada,13.0317,74.8848,65.25,35.09,41.21,6.62,25.5,77.63,2048.82,ICAR_State_Portal,jute
Punjab,Ludhiana,30.9161,75.8922,89.65,49.82,43.06,6.39,20.87,74.86,1499.85,SoilGrids_Augmented,jute
Karnataka,Dharwad,15.3684,75.2717,77.15,63.69,28.11,7.44,22.88,86.42,1282.35,SoilGrids_Augmented,rice
Karnataka,Dakshina Kannada,12.8232,75.2661,64.35,32.51,39.46,5.83,30.75,88.01,1799.65,ICAR_State_Portal,rice
Himachal Pradesh,Shimla,31.1111,77.1493,94.49,36.07,37.66,6.33,24.87,89.98,1775.94,SoilGrids_Augmented,jute
Himachal Pradesh,Shimla,31.1208,77.1224,117.56,30.19,40.3,5.66,21.61,77.82,2034.99,ICAR_State_Portal,tea
Tamil Nadu,Thanjavur,10.7963,79.0878,92.5,23.79,26.58,5.37,25.41,79.95,1482.77,FAO_Consolidated,tea
Karnataka,Shimoga,14.0021,75.5166,84.28,44.82,39.08,6.79,24.21,82.08,1966.11,ICAR_State_Portal,jute
Punjab,Ludhiana,30.9319,75.8688,63.21,62.24,48.06,7.72,25.64,77.38,1377.29,SoilGrids_Augmented,jute
Punjab,Ludhiana,30.9048,75.7282,60.07,40.42,43.49,6.55,22.77,73.62,1295.66,FAO_Consolidated,jute
Karnataka,Shimoga,13.8714,75.6359,79.49,45.88,32.73,6.64,32.79,72.46,2039.18,FAO_Consolidated,jute
Tamil Nadu,Thanjavur,10.8397,79.0419,87.96,28.52,42.72,4.5,19.99,87.32,1689.44,ICAR_State_Portal,tea
Karnataka,Shimoga,13.929,75.7424,93.69,41.32,51.9,7.31,24.09,77.25,1794.57,ICAR_State_Portal,rice
Himachal Pradesh,Shimla,31.1912,77.2849,78.78,47.79,34.86,7.83,18.13,75.29,1398.34,FAO_Consolidated,jute
Karnataka,Shimoga,14.1319,75.4913,6.25,48.83,15.82,6.68,24.33,76.48,996.14,ICAR_State_Portal,mungbean
Karnataka,Dharwad,15.4199,75.073,151.04,61.34,33.69,6.69,31.63,68.28,947.74,ICAR_State_Portal,sugarcane
Karnataka,Dharwad,15.4999,75.0064,78.74,44.72,47.93,6.77,27.99,85.94,1027.93,ICAR_State_Portal,jute
Karnataka,Shimoga,14.095,75.4606,103.84,31.14,35.58,5.11,26.78,81.55,2092.46,FAO_Consolidated,tea
Punjab,Ludhiana,30.9721,75.9681,22.17,67.53,12.92,6.34,23.38,47.7,604.22,FAO_Consolidated,pigeonpeas
Maharashtra,Nashik,19.8616,73.8715,107.12,19.82,46.44,6.51,24.56,73.74,1384.16,ICAR_State_Portal,rice
Punjab,Ludhiana,30.8836,75.7673,37.3,55.35,72.91,6.57,12.7,27.22,419.81,ICAR_State_Portal,chickpea
Punjab,Ludhiana,30.826,75.7804,78.64,25.24,50.66,5.76,21.47,74.71,1432.37,FAO_Consolidated,rice
Tamil Nadu,Thanjavur,10.7071,79.0828,115.78,19.7,40.83,5.3,20.82,76.07,1695.38,FAO_Consolidated,tea
Karnataka,Dharwad,15.4539,75.2957,136.24,35.23,42.99,5.35,18.03,86.1,1296.73,FAO_Consolidated,tea
Karnataka,Shimoga,13.9778,75.7969,17.14,118.26,180.84,6.07,26.52,82.95,1186.03,FAO_Consolidated,grapes
Maharashtra,Nashik,20.0017,73.8645,82.13,54.86,33.94,6.3,24.44,83.3,1531.32,SoilGrids_Augmented,jute
Tamil Nadu,Thanjavur,10.7524,79.0975,29.44,27.16,52.9,5.93,22.55,82.32,1043.16,ICAR_State_Portal,pomegranate
Tamil Nadu,Thanjavur,10.8757,79.1451,76.99,40.7,41.58,6.67,28.1,74.69,1717.22,SoilGrids_Augmented,jute
Assam,Jorhat,26.6771,94.1475,130.97,24.62,26.84,4.82,20.15,80.55,1710.34,FAO_Consolidated,tea
Karnataka,Dharwad,15.3891,75.2605,97.49,28.78,27.41,4.99,18.77,83.45,1552.73,FAO_Consolidated,tea
Karnataka,Dharwad,15.545,75.0949,71.96,48.35,23.86,6.79,30.59,81.38,1656.84,FAO_Consolidated,jute
Assam,Jorhat,26.7757,94.2042,115.52,28.52,49.9,4.81,24.42,79.16,2531.64,ICAR_State_Portal,tea
Himachal Pradesh,Shimla,31.1452,77.2654,73.08,58.84,46.75,6.62,21.03,78.7,1662.35,FAO_Consolidated,jute
Karnataka,Dharwad,15.4894,75.2214,58.69,55.5,29.69,6.29,31.89,84.99,1492.14,ICAR_State_Portal,rice
Karnataka,Shimoga,13.9381,75.6529,75.33,47.82,42.77,6.11,29.01,84.51,1639.19,FAO_Consolidated,jute
Maharashtra,Nashik,19.9989,73.7409,93.77,59.42,43.6,6.53,24.92,77.98,729.76,FAO_Consolidated,rice
Karnataka,Dakshina Kannada,13.0964,75.2689,66.73,35.27,41.96,7.38,22.85,74.91,2200.36,FAO_Consolidated,jute
Karnataka,Shimoga,14.1812,75.444,27.42,54.35,16.88,7.1,28.06,86.18,1051.52,ICAR_State_Portal,mungbean
Assam,Jorhat,26.8489,94.2956,64.0,23.49,54.22,7.17,19.92,81.85,1936.43,FAO_Consolidated,jute
Karnataka,Dakshina Kannada,12.8882,74.8816,101.9,36.53,31.9,6.3,29.3,76.01,2620.7,FAO_Consolidated,rice
Punjab,Ludhiana,30.8781,75.9766,30.37,46.64,15.88,6.58,25.8,84.14,389.96,SoilGrids_Augmented,mungbean
Karnataka,Dharwad,15.405,75.1921,72.92,55.91,49.56,6.9,25.74,76.79,975.26,ICAR_State_Portal,jute
Punjab,Ludhiana,30.8458,75.7597,11.61,44.69,25.36,6.33,27.77,55.55,290.57,FAO_Consolidated,mothbeans
Assam,Jorhat,26.6991,94.1085,20.99,10.26,41.26,7.01,19.3,90.58,1475.48,FAO_Consolidated,pomegranate
Maharashtra,Nashik,19.9177,73.7353,18.61,15.4,31.74,5.64,29.22,96.19,1018.67,FAO_Consolidated,coconut
Karnataka,Dharwad,15.3581,75.1881,28.92,85.03,85.79,7.0,23.55,41.24,548.3,ICAR_State_Portal,chickpea
Maharashtra,Nashik,20.0269,73.7582,20.7,10.96,47.25,6.25,19.86,89.04,1028.72,ICAR_State_Portal,pomegranate
Karnataka,Shimoga,13.9961,75.4805,16.15,31.94,36.16,7.49,13.75,82.09,1327.94,FAO_Consolidated,pomegranate
Maharashtra,Nashik,19.8378,73.731,87.17,42.34,36.27,6.85,24.85,77.1,1121.64,SoilGrids_Augmented,jute
Punjab,Ludhiana,30.8339,75.9554,83.59,40.12,51.95,5.84,22.84,74.64,1308.64,FAO_Consolidated,rice
